RESERVED,0.029153015,0.0418075,0.04942814,0.04863943,-0.008669566,0.004802026,0.0065605044,0.04673189,-0.03852085,0.033645406,0.01324036,0.015763354,0.07682345,0.00782223,-0.052274838,-0.07448635,-0.0679482,-0.04270561,-0.037210807,0.028671693,-0.020920679,0.0559247,0.0734643,-0.020911861,-0.049981847,-0.026113793,0.052337863,0.016766798,-0.041372076,-0.048453998,0.04498817,0.04925038,-0.028726552,-0.0043577533,-0.05463618,-0.002529608,-0.05526302,-0.05585722,-0.022942219,0.0092806,0.046939984,-0.062127855,-0.02896763,0.0817602,0.0021357574,-0.08041165,-0.05478201,-0.005045917,-0.0027798396,0.009833407,-0.07560524,0.009607423,0.03878553,0.058953382,-0.040801335,-0.006516408,0.00049740076,-0.014918733,-0.012383617,-0.005917512,0.047147904,-0.06350453,-0.03467368,-0.022302948,0.0613356,0.09293618,0.026904538,0.021261906,0.0078442115,-0.06423638,-0.049052022,0.003772974,-0.01847905,-0.0012140125,0.0143444985,0.062353536,-0.0648602,-0.0904215,-0.01619345,-0.0028984211,0.02106911,0.020851646,0.024468642,-0.09594112,-0.052706398,-0.0038954727,-0.0013038665,0.01491325,0.011994455,0.015994597,-0.06657343,0.031935778,0.01773633,-0.048331846,-0.0069433004,0.012748208
UNK,-0.39210188,-0.46567887,0.21441485,-0.44746724,-0.4316764,0.45032,0.6727139,-0.5020953,-0.43305808,0.12317242,0.2232153,0.4943116,-0.5153453,0.49229175,-0.4097867,-0.43207815,-0.6013232,-0.4126177,0.44709662,-0.49743354,-0.5647899,0.56902975,-0.5500595,-0.3988337,-0.20777358,-0.42744398,-0.57566977,0.53673476,0.62076557,0.4877447,-0.485988,0.3124067,0.40519217,0.56862175,0.42790455,-0.54086125,-0.034159612,0.64901096,0.5593338,-0.5590757,0.47786313,-0.4987042,0.47150517,-0.523555,-0.48973954,0.54552203,-0.29855132,0.38680285,0.44064647,0.5885755,-0.44771475,-0.5314511,0.51410985,0.5059307,0.27180248,0.45472968,-0.32317883,-0.50157934,0.53806585,0.4071217,-0.500186,0.3825662,-0.36996624,-0.6256728,0.4161684,-0.5890525,-0.5821097,-0.4259969,0.49749225,0.5213697,-0.7290281,-0.5016327,0.33669025,0.6018225,0.53271824,-0.35522443,0.6664223,-0.8715822,-0.31864843,-0.07377912,-0.53172314,-0.53863186,0.632842,0.37530828,-0.4980631,0.76618755,-0.5443187,0.5523287,-0.44619912,0.56951416,0.3830158,-0.4895332,0.48749518,0.4934496,0.3749047,0.5868296
i,0.0911294,-0.36115354,-0.22619547,-0.17294675,-0.33570063,0.14812654,0.51621556,-0.38576603,-0.2728974,-0.3389182,-0.58474874,0.47020867,-0.25753284,0.31597078,-0.43486428,-0.18225048,-0.4689645,0.16316189,0.39759347,-0.552319,-0.78579676,0.490493,-0.229079,-0.03948327,-0.0013869628,-0.079114944,-0.3371091,0.2301149,0.63676447,0.38325217,-0.32199132,0.11810805,-0.30144274,0.31267542,0.31855136,-0.5972995,0.3981344,0.70856005,0.5455662,-0.55215824,0.2696035,-0.33449262,0.35658866,-0.4716976,-0.46630433,0.6712133,-0.27806526,0.1346439,0.26478067,0.6796596,-0.087601095,-0.5709287,0.49472934,0.46198756,0.17064632,0.3629362,-0.03407909,-0.08323167,0.48975402,0.25856403,-0.38407367,-0.053015206,-0.034147315,-0.4576924,0.14355668,-0.46519977,-0.49643815,-0.04821957,0.3900225,0.4043959,-0.5510213,-0.38090596,0.08368104,0.5204381,0.32045513,-0.291598,0.70285606,-0.7013587,-0.11600225,-0.34884936,-0.5130757,-0.55793494,0.5145845,0.3971112,-0.1162612,0.82274675,-0.46633506,0.5279641,-0.07541662,0.37636515,-0.09069001,-0.06998068,0.34773886,0.31480014,0.051691823,0.40832424
to,-0.37953255,-0.24345472,0.22898385,-0.45627755,-0.2838207,0.1339064,0.27138916,-0.47197196,-0.08071862,-0.020928811,-0.12070766,0.3739133,-0.1589823,0.30805582,-0.14396918,-0.41004023,-0.32960188,-0.28939208,0.3576628,-0.40989012,-0.21632189,0.59707713,-0.7891379,-0.1621375,0.11758291,-0.46673238,-0.6515044,0.5282192,0.41474992,0.23167023,-0.30519715,0.05592478,0.32427472,0.57449937,0.55394477,-0.54098874,0.040751055,0.54788834,0.23836565,-0.49827674,0.24205872,-0.5147815,0.1148003,-0.12786376,-0.27622724,0.5880966,-0.11601725,0.3531729,0.13016191,0.34681696,-0.786477,-0.30726665,0.7185788,0.549643,-0.002036266,0.15740505,-0.04229866,-0.11476426,0.36501807,0.11832396,-0.49506497,0.039527684,-0.35982794,-0.50713545,0.358862,-0.54741096,-0.37003648,-0.450653,0.5562111,0.4384985,-0.66543823,-0.38831884,0.22761738,0.5646471,0.13927342,-0.08067083,0.710757,-1.1568086,-0.29972404,0.26317874,-0.37831056,-0.276774,0.6977047,0.12345815,-0.27450636,0.6396296,-0.45403564,0.67114055,-0.13385756,0.47359657,-0.05651188,-0.57971317,0.4659688,0.14338914,0.27704257,0.5105447
you,-0.36037093,-0.179352,0.2791311,-0.7058449,-0.5013471,0.36446524,0.46738625,-0.67724574,-0.20101885,-0.3703451,-0.8496382,0.17424294,-0.28956616,0.10866689,-0.20449783,-0.35981983,-0.2992822,-0.2595581,0.746277,-0.4650607,-0.4180459,0.7088272,-0.4222202,-0.16339283,0.04626242,-0.2466304,-0.2685047,0.38484728,0.3547408,0.41957527,-0.54843426,-0.098593205,-0.2595762,0.38987562,0.5642233,-0.6390139,0.28131548,0.64226335,0.6064468,-0.42551625,0.43762502,-0.14788552,0.2828554,-0.10730879,-0.38077226,0.42335784,0.022334665,0.13723801,0.06474986,0.51860934,-0.5028539,-0.48621404,0.7480681,0.6570592,0.018666878,0.20276757,0.29612812,0.24793293,0.42076302,0.1478539,-0.36993065,0.018993098,-0.30718058,-0.5834935,0.11515145,-0.49437952,-0.6605822,-0.16627713,0.19554919,0.59868765,-0.5837121,-0.21430585,-0.092539236,0.7773229,0.20480907,0.076784864,0.38824296,-0.7486317,0.23746821,-0.14184639,-0.22995147,-0.48058715,0.7150902,0.36965954,-0.41987514,0.44295034,-0.63006467,0.491881,-0.20562428,0.47939542,-0.5168986,-0.43265885,0.49030396,0.02267025,0.30588654,0.252968
a,-0.58175206,-0.35181737,0.22403109,-0.4728375,-0.27091387,0.29257524,0.5246155,-0.4080299,-0.32160097,0.0874573,0.23420323,0.58071655,-0.28793955,0.19338435,-0.28029963,-0.21924384,-0.57950497,-0.3198102,0.30886063,-0.47202307,-0.3937932,0.6680889,-0.35703617,-0.22446343,-0.036256917,-0.5921326,-0.010846868,0.43163192,0.084063455,0.6814761,-0.27428398,0.2080005,-0.020243626,0.28442958,0.3965822,-0.5812844,-0.27065474,0.737564,0.3845662,-0.4321385,0.04552208,-0.31298128,0.056387916,-0.24544673,-0.7782441,-0.05793505,-0.33596656,0.115096726,-0.0061328933,0.3997038,-0.33933294,-0.43815047,0.6317457,0.2411032,-0.13753612,0.42084628,-0.07864973,-0.4066988,0.6061008,-0.021660239,-0.38927475,0.13969299,-0.10925994,-0.6987824,0.24832006,-0.3925323,-0.56466925,-0.8188277,0.3411259,0.24721526,-0.6043787,-0.32361847,0.061375003,0.50598717,0.3655645,-0.058647037,0.60641664,-0.067644715,-0.021742998,-0.038466007,0.12623596,-0.40426192,0.38833907,0.7231954,-0.41237873,0.5784383,-0.19374622,0.72456706,-0.47715268,0.44009608,0.55250907,-0.66371584,-0.040426545,0.462055,0.32982108,0.3098266
the,-0.49718606,-0.17603573,0.63920313,-0.26051927,-0.52394164,0.5942307,0.5531452,-0.03292571,-0.37315646,0.29461157,0.39109403,0.32330582,-0.3980907,0.35633656,-0.09623045,0.09314094,-0.16656575,-0.26589277,0.52405816,-0.47775745,-0.2720136,0.6175859,-0.043961614,-0.3063764,-0.2604955,-0.42020297,-0.3008828,0.21076693,0.42876434,0.27145958,-0.8845939,-0.32457536,0.5272921,0.28156745,0.17105684,-0.537818,0.078781046,0.3900931,0.61074424,-0.7118584,0.2115826,-0.21534581,0.56720597,-0.471436,-0.39226818,0.37513894,0.082685955,0.69787526,0.114936,0.6769352,-0.5179843,-0.63215256,0.21254544,0.69012684,0.15886049,0.22316056,-0.13427526,-0.48442206,0.051255956,0.16303878,-0.5318234,0.34398928,-0.3303444,-0.1766098,0.02651745,-0.5805559,-0.36525667,-0.38886607,0.5329762,0.66085637,-0.6587752,-0.0022697598,0.4887425,0.48137486,0.25930887,-0.37530285,0.6268048,-0.6344397,-0.07752666,-0.09639827,-0.4198063,-0.39490238,0.5313022,0.5611371,-0.4570926,0.568752,-0.4239067,0.3581938,-0.26377094,0.60976136,0.45117265,-0.28882077,0.58904296,0.3694253,0.39164886,0.32664716
u,0.24614309,-0.063724466,-0.2509116,-0.106098235,-0.058897294,-0.080607444,0.5820471,-0.11642317,-0.2250027,-0.3330919,0.28109625,0.5732757,-0.27432433,0.64208657,0.09767291,-0.27712727,-0.4520877,0.008534819,-0.5962091,-0.60062194,-0.4388286,0.38521186,-0.55154,-0.36683726,-0.3429772,-0.24711134,-0.27880603,0.4660542,0.32390442,0.27735037,-0.1523315,0.5111344,-0.29871523,0.46203643,-0.22882532,-0.33145306,-0.24573188,0.7917092,0.29386076,-0.48546308,0.29351866,-0.8783677,0.38302654,-0.7402933,-0.34060863,0.55246985,-0.06142783,-0.016608708,0.33331382,0.4482883,-0.2640987,0.000981763,0.32731265,0.020274322,0.6645503,0.65643865,-0.7617438,-0.6926155,0.22913912,0.22347908,-0.77510476,0.11741856,0.27950507,-0.3082191,-0.07241566,-0.4677012,-0.14462878,-0.66079974,0.56350297,0.28279695,0.024094488,-0.33451807,0.5967665,0.20637704,0.09978746,-0.8762742,0.54280114,-0.4057258,0.3286332,0.420532,-0.5860559,-0.4707396,0.08887869,0.7717726,-0.108685486,0.47970092,-0.5275975,0.61483705,-0.3570118,0.4134827,0.4128719,-0.23420416,0.12717019,0.16768092,-0.010414809,0.72198147
and,-0.35251635,-0.2493749,0.15689552,-0.21571377,-0.451949,0.2909092,0.58261335,-0.24193385,-0.36465758,-0.12713295,-0.12535469,0.13896959,-0.2785939,0.21661714,0.054376736,-0.39842817,-0.57336056,-0.08079043,0.6045299,-0.35313535,-0.6290114,0.710329,-0.36400256,-0.11082035,-0.011392295,-0.49023443,-0.14063792,0.15565631,0.44857854,0.2491522,-0.40542448,0.0749108,-0.17240635,0.094335265,0.4436892,-0.59627926,-0.037387475,0.39753723,0.5006207,-0.47770655,0.28179753,-0.14295949,0.10044627,-0.22267406,-0.69493294,0.5331984,-0.32791328,0.68971634,0.17285836,0.38532773,-0.3426109,-0.71618354,0.12544236,0.4477274,0.23998564,0.40425858,-0.0004248917,-0.04235614,0.38381404,0.3779371,-0.5791323,0.3455647,-0.41023234,-0.24826083,0.17263614,-0.64318126,-0.38308612,-0.21992558,0.42710462,0.50572264,-0.41083065,-0.7125038,0.12843129,0.5797021,-0.018811196,-0.50308126,0.46295947,-0.7297151,-0.37297326,-0.3908849,-0.57810616,-0.5893606,0.62531525,0.5502369,-0.47797668,0.7375424,-0.3410841,0.25354996,-0.24786168,0.21509384,-0.032139733,-0.25064775,0.26947895,0.24365464,0.102331966,0.41109395
in,0.024987608,-0.34709716,0.32774085,-0.52525914,-0.45798957,0.56057364,0.28790903,-0.5349915,0.025054134,0.24102744,0.26516324,0.29856288,-0.29240048,0.41726604,-0.32180133,0.25287083,-0.5960156,-0.30181068,0.5612097,-0.40048373,-0.106414184,0.52647007,-0.042580113,-0.010079558,-0.29077598,-0.22796898,-0.11959003,0.2714844,0.5532945,0.26572394,-0.49588978,0.17741644,0.36342737,0.062451154,-0.08560931,-0.15127672,-0.40685397,0.4023635,0.4972388,-0.6139446,0.52059096,-0.20055732,0.3517877,-0.17190377,-0.53025836,0.3431533,-0.28189567,0.42362702,0.31051892,0.3815839,-0.055598035,-0.8404391,0.031492263,0.62129223,-0.38203907,0.49167866,0.003362529,-0.3918492,0.49337402,0.14700446,-0.4064659,0.28538215,-0.40926433,-0.17599052,0.07949939,-0.23104078,-0.6531254,-0.3252728,0.48801392,0.27219248,-0.58696127,-0.19948283,0.23182994,0.35566035,0.45619652,-0.16527218,0.4571167,-0.4912043,-0.29882225,-0.02113825,-0.6410991,-0.36305484,0.5989499,0.5132121,-0.2761115,0.42233226,-0.18607177,0.3524865,-0.39315984,0.53382,0.47371316,-0.4911682,0.2666995,0.959206,0.2527486,0.3466814
